bnumber	domain
b0405	IPR042119
b0405	IPR036100
b0406	IPR004803
b0406	IPR036511
b0406	IPR002616
b0407	IPR003849
b0408	IPR005791
b0408	IPR027398
b0408	IPR022813
b0408	IPR022645
b0408	IPR022646
b0409	IPR022813
b0409	IPR022645
b0409	IPR022646
b0409	IPR005665
b0410	IPR002711
b0410	IPR003615
b0411	IPR003055
b0411	IPR018013
b0411	IPR036777
b0412	IPR021658
b0412	IPR037125
b0413	IPR005144
b0413	IPR003796
b0414	IPR016192
b0414	IPR002125
b0414	IPR016193
b0414	IPR024072
b0414	IPR004794
b0414	IPR011549
b0414	IPR002734
b0415	IPR034964
b0415	IPR002180
b0415	IPR036467
b0416	IPR035926
b0416	IPR011605
b0416	IPR006027
b0417	IPR010918
b0417	IPR036676
b0417	IPR016188
b0417	IPR036921
b0417	IPR006283
b0418	IPR026037
b0418	IPR036681
b0418	IPR007686
b0419	IPR020471
b0419	IPR023210
b0419	IPR036812
b0420	IPR005477
b0420	IPR029061
b0420	IPR009014
b0420	IPR005475
b0420	IPR020826
b0420	IPR033248
b0420	IPR005474
b0421	IPR008949
b0421	IPR000092
b0421	IPR033749
b0422	IPR003761
b0422	IPR037004
b0423	IPR001763
b0423	IPR036873
b0423	IPR014729
b0423	IPR026340
b0423	IPR020536
b0423	IPR004114
b0423	IPR003720
b0424	IPR029062
b0424	IPR006287
b0424	IPR002818
b0425	IPR008927
b0425	IPR013328
b0425	IPR003710
b0425	IPR013752
b0425	IPR013332
b0425	IPR036291
b0426	IPR007551
b0426	IPR035571
b0426	IPR035570
b0426	IPR036183
b0427	IPR011701
b0427	IPR020846
b0427	IPR036259
b0428	IPR006369
b0428	IPR000537
b0428	IPR030470
b0429	IPR005171
b0429	IPR014210
b0430	IPR024791
b0430	IPR000298
b0430	IPR035973
b0430	IPR013833
b0430	IPR014206
b0430	IPR033946
b0431	IPR023616
b0431	IPR036927
b0431	IPR000883
b0431	IPR023615
b0431	IPR014207
b0432	IPR002429
b0432	IPR010514
b0432	IPR008972
b0432	IPR034227
b0432	IPR011759
b0432	IPR036257
b0432	IPR006333
b0433	IPR004752
b0433	IPR011701
b0433	IPR020846
b0433	IPR036259
b0434	IPR012640
b0434	IPR005619
b0435	IPR002634
b0435	IPR036065
b0436	IPR001179
b0436	IPR005215
b0436	IPR008880
b0436	IPR037041
b0436	IPR008881
b0436	IPR036611
b0436	IPR027304
b0437	IPR001907
b0437	IPR029045
b0437	IPR023562
b0437	IPR033135
b0437	IPR018215
b0438	IPR003593
b0438	IPR003959
b0438	IPR019489
b0438	IPR004487
b0438	IPR027417
b0438	IPR010603
b0438	IPR038366
b0439	IPR003593
b0439	IPR003959
b0439	IPR027543
b0439	IPR004815
b0439	IPR008269
b0439	IPR027065
b0439	IPR003111
b0439	IPR027417
b0439	IPR008268
b0439	IPR015947
b0439	IPR020568
b0439	IPR014721
b0440	IPR000119
b0440	IPR020816
b0440	IPR010992
b0441	IPR000297
b0441	IPR023058
b0441	IPR027304
b0442	IPR004509
b0442	IPR003583
b0442	IPR010994
b0443	IPR029069
b0443	IPR006684
b0444	IPR018317
b0444	IPR014729
b0445	IPR039424
b0445	IPR000914
b0445	IPR025370
b0446	IPR000150
b0446	IPR036412
b0446	IPR006379
b0446	IPR023938
b0447	IPR011991
b0447	IPR000485
b0447	IPR011008
b0447	IPR019888
b0447	IPR019887
b0447	IPR019885
b0447	IPR036388
b0447	IPR036390
b0448	IPR003593
b0448	IPR011527
b0448	IPR036640
b0448	IPR003439
b0448	IPR017871
b0448	IPR027417
b0448	IPR039421
b0449	IPR003593
b0449	IPR011527
b0449	IPR036640
b0449	IPR003439
b0449	IPR017871
b0449	IPR027417
b0449	IPR039421
b0450	IPR002187
b0450	IPR011322
b0450	IPR015867
b0450	IPR017918
b0450	IPR002332
b0451	IPR029020
b0451	IPR001905
b0451	IPR018047
b0451	IPR024041
b0452	IPR003703
b0452	IPR029069
b0453	IPR039366
b0454	IPR014048
b0454	IPR036217
b0454	IPR036388
b0456	IPR011008
b0456	IPR009874
b0457	IPR024744
b0457	IPR001633
b0457	IPR035919
b0458	IPR019713
b0459	IPR001451
b0459	IPR018357
b0459	IPR024688
b0459	IPR011004
b0460	IPR007985
b0460	IPR036666
b0461	IPR019693
b0462	IPR027463
b0462	IPR001036
b0462	IPR004764
b0463	IPR043602
b0463	IPR032317
b0463	IPR006143
b0464	IPR023772
b0464	IPR009057
b0464	IPR001647
b0464	IPR036271
b0464	IPR013572
b0465	IPR023298
b0465	IPR010920
b0465	IPR006685
b0465	IPR011066
b0465	IPR006686
b0465	IPR011014
b0465	IPR023408
b0465	IPR025692
b0465	IPR024393
b0466	IPR019630
b0467	IPR038338
b0467	IPR010890
b0468	IPR007401
b0469	IPR005764
b0469	IPR000836
b0469	IPR029057
b0470	IPR003593
b0470	IPR001270
b0470	IPR008921
b0470	IPR022001
b0470	IPR022754
b0470	IPR012763
b0470	IPR021029
b0470	IPR027417
b0470	IPR038249
b0471	IPR036894
b0471	IPR004401
b0472	IPR000093
b0472	IPR023627
b0472	IPR023628
b0472	IPR015967
b0472	IPR006171
b0472	IPR034137
b0473	IPR003594
b0473	IPR036890
b0473	IPR019805
b0473	IPR037196
b0473	IPR001404
b0473	IPR020575
b0473	IPR020568
b0474	IPR006259
b0474	IPR000850
b0474	IPR033690
b0474	IPR007862
b0474	IPR027417
b0475	IPR001015
b0475	IPR019772
b0475	IPR033644
b0475	IPR033659
b0476	IPR029058
b0476	IPR013094
b0476	IPR023508
b0476	IPR002168
b0476	IPR033140
b0477	IPR002173
b0477	IPR011611
b0477	IPR029056
b0478	IPR006153
b0478	IPR004771
b0478	IPR038770
b0478	IPR036291
b0478	IPR003148
b0479	IPR011701
b0479	IPR020846
b0479	IPR036259
b0480	IPR008334
b0480	IPR036907
b0480	IPR006146
b0480	IPR006179
b0480	IPR004843
b0480	IPR029052
b0481	IPR004369
b0481	IPR036754
b0481	IPR007214
b0482	IPR002816
b0483	IPR001387
b0483	IPR010982
b0483	IPR013430
b0484	IPR023299
b0484	IPR018303
b0484	IPR023298
b0484	IPR008250
b0484	IPR036412
b0484	IPR023214
b0484	IPR017969
b0484	IPR006121
b0484	IPR036163
b0484	IPR027256
b0484	IPR001757
b0484	IPR044492
b0485	IPR012338
b0485	IPR015868
b0486	IPR002293
b0487	IPR011789
b0487	IPR009061
b0487	IPR000551
b0488	IPR002810
b0489	IPR001107
b0489	IPR036013
b0489	IPR018080
b0489	IPR032435
b0489	IPR001972
b0490	IPR003593
b0490	IPR003439
b0490	IPR017871
b0490	IPR027417
b0490	IPR005670
b0491	IPR005226
b0492	IPR036249
b0492	IPR013766
b0492	IPR011990
b0493	IPR036291
b0493	IPR020904
b0493	IPR002347
b0494	IPR008265
b0494	IPR013830
b0494	IPR036514
b0495	IPR003593
b0495	IPR003439
b0495	IPR017871
b0495	IPR027417
b0496	IPR038766
b0497	IPR025479
b0497	IPR001826
b0497	IPR022385
b0497	IPR031325
b0497	IPR006530
b0498	IPR028921
b0499	IPR001826
b0499	IPR022385
b0502	IPR009057
b0503	IPR001763
b0503	IPR036873
b0503	IPR017582
b0504	IPR005119
b0504	IPR000847
b0504	IPR036388
b0504	IPR036390
b0505	IPR011051
b0505	IPR007247
b0505	IPR023525
b0505	IPR024060
b0506	IPR029016
b0506	IPR014757
b0506	IPR005471
b0506	IPR036388
b0506	IPR036390
b0507	IPR029035
b0507	IPR006397
b0507	IPR029061
b0507	IPR012000
b0507	IPR012001
b0507	IPR011766
b0508	IPR017643
b0508	IPR026040
b0508	IPR036237
b0508	IPR013022
b0509	IPR002204
b0509	IPR008927
b0509	IPR013328
b0509	IPR006115
b0509	IPR015815
b0509	IPR036291
b0509	IPR029154
b0509	IPR006398
b0511	IPR012681
b0511	IPR001248
b0511	IPR038271
b0512	IPR017593
b0512	IPR006680
b0512	IPR011059
b0512	IPR032466
b0513	IPR006043
b0514	IPR018193
b0514	IPR004381
b0514	IPR018197
b0514	IPR036129
b0515	IPR013096
b0515	IPR014710
b0515	IPR011051
b0515	IPR017627
b0515	IPR008579
b0515	IPR044697
b0515	IPR044704
b0516	IPR017591
b0516	IPR010158
b0516	IPR036264
b0516	IPR002933
b0517	IPR043144
b0517	IPR043143
b0517	IPR036111
b0517	IPR003767
b0517	IPR017590
b0518	IPR003781
b0518	IPR005811
b0518	IPR016102
b0520	IPR021530
b0521	IPR036393
b0521	IPR001048
b0521	IPR003964
b0522	IPR011761
b0522	IPR003135
b0522	IPR013815
b0522	IPR016185
b0522	IPR005875
b0522	IPR040686
b0522	IPR011054
b0523	IPR033747
b0523	IPR000031
b0523	IPR024694
b0523	IPR035893
b0524	IPR024654
b0524	IPR043461
b0524	IPR010138
b0525	IPR029000
b0525	IPR024936
b0525	IPR020892
b0525	IPR002130
b0525	IPR044665
b0526	IPR015803
b0526	IPR015273
b0526	IPR024909
b0526	IPR014729
b0526	IPR032678
b0526	IPR009080
b0527	IPR007404
b0528	IPR002942
b0528	IPR036986
b0529	IPR036291
b0529	IPR000672
b0529	IPR020630
b0529	IPR020867
b0529	IPR020631
b0530	IPR000259
b0530	IPR036937
b0530	IPR008966
b0531	IPR013783
b0531	IPR008962
b0531	IPR036316
b0531	IPR001829
b0531	IPR016148
b0531	IPR018046
b0531	IPR016147
b0532	IPR000015
b0532	IPR018030
b0532	IPR042186
b0532	IPR025949
b0532	IPR043142
b0532	IPR025885
b0532	IPR037224
b0533	IPR000259
b0533	IPR036937
b0533	IPR008966
b0534	IPR000259
b0534	IPR036937
b0534	IPR008966
b0535	IPR011006
b0535	IPR016032
b0535	IPR001789
b0535	IPR000792
b0535	IPR036388
b0537	IPR044068
b0537	IPR011010
b0537	IPR013762
b0537	IPR002104
b0537	IPR010998
b0539	IPR011604
b0539	IPR011335
b0540	IPR009057
b0540	IPR002514
b0541	IPR025948
b0541	IPR038965
b0541	IPR001584
b0541	IPR012337
b0541	IPR036397
b0543	IPR000390
b0544	IPR038109
b0544	IPR011109
b0544	IPR006119
b0544	IPR036162
b0544	IPR025827
b0545	IPR008914
b0545	IPR036610
b0545	IPR005247
b0546	IPR009057
b0546	IPR018060
b0547	IPR036619
b0549	IPR010774
b0550	IPR016281
b0550	IPR008822
b0550	IPR036614
b0551	IPR010534
b0552	IPR002559
b0552	IPR008490
b0553	IPR033900
b0553	IPR023614
b0553	IPR001897
b0553	IPR001702
b0553	IPR013793
b0554	IPR007054
b0555	IPR034690
b0555	IPR002196
b0555	IPR023346
b0555	IPR043688
b0556	IPR004929
b0557	IPR010438
b0558	IPR009833
b0558	IPR036696
b0560	IPR009061
b0560	IPR010906
b0560	IPR036388
b0561	IPR003458
b0562	IPR013217
b0562	IPR016584
b0562	IPR029063
b0563	IPR003458
b0564	IPR009057
b0564	IPR018060
b0564	IPR018062
b0564	IPR020449
b0565	IPR020080
b0565	IPR020079
b0565	IPR000036
b0566	IPR009057
b0566	IPR018060
b0566	IPR018062
b0566	IPR020449
b0567	IPR027849
b0568	IPR025137
b0568	IPR013026
b0568	IPR011990
b0568	IPR019734
b0569	IPR001173
b0569	IPR029044
b0569	IPR037257
b0569	IPR007831
b0570	IPR006290
b0570	IPR003660
b0570	IPR003594
b0570	IPR036890
b0570	IPR005467
b0570	IPR003661
b0570	IPR036097
b0570	IPR004358
b0571	IPR011006
b0571	IPR001867
b0571	IPR006291
b0571	IPR016032
b0571	IPR001789
b0571	IPR039420
b0571	IPR036388
b0572	IPR003423
b0572	IPR010131
b0573	IPR021647
b0573	IPR042230
b0574	IPR043602
b0574	IPR032317
b0574	IPR006143
b0575	IPR027463
b0575	IPR001036
b0575	IPR004763
b0576	IPR004841
b0576	IPR004840
b0577	IPR010920
b0577	IPR006685
b0577	IPR011066
b0577	IPR030192
b0578	IPR033878
b0578	IPR029479
b0578	IPR000415
b0579	IPR007351
b0579	IPR038056
b0580	IPR010590
b0581	IPR006336
b0581	IPR014746
b0581	IPR011793
b0582	IPR012337
b0582	IPR002559
b0582	IPR014736
b0583	IPR008278
b0583	IPR037143
b0583	IPR041354
b0583	IPR003542
b0584	IPR039426
b0584	IPR012910
b0584	IPR037066
b0584	IPR000531
b0584	IPR010916
b0584	IPR036942
b0584	IPR010917
b0584	IPR010105
b0585	IPR029058
b0585	IPR021764
b0585	IPR000801
b0585	IPR013783
b0585	IPR014756
b0586	IPR010071
b0586	IPR029058
b0586	IPR036736
b0586	IPR025110
b0586	IPR020845
b0586	IPR000873
b0586	IPR042099
b0586	IPR023213
b0586	IPR001242
b0586	IPR020806
b0586	IPR020802
b0586	IPR009081
b0586	IPR006162
b0586	IPR001031
b0587	IPR003856
b0588	IPR003593
b0588	IPR003439
b0588	IPR017871
b0588	IPR027417
b0589	IPR037294
b0589	IPR000522
b0590	IPR037294
b0590	IPR000522
b0591	IPR023722
b0591	IPR020846
b0591	IPR036259
b0591	IPR010290
b0592	IPR002491
b0593	IPR005801
b0593	IPR015890
b0593	IPR004561
b0594	IPR025110
b0594	IPR020845
b0594	IPR000873
b0594	IPR042099
b0594	IPR011963
b0595	IPR036736
b0595	IPR016291
b0595	IPR000868
b0595	IPR036380
b0595	IPR009081
b0596	IPR003560
b0596	IPR036291
b0596	IPR020904
b0596	IPR002347
b0597	IPR029069
b0597	IPR003736
b0597	IPR026576
b0597	IPR006683
b0598	IPR025299
b0598	IPR003706
b0599	IPR001670
b0599	IPR018211
b0599	IPR016205
b0600	IPR004839
b0600	IPR015424
b0600	IPR015422
b0600	IPR015421
b0601	IPR003115
b0601	IPR036086
b0602	IPR021845
b0602	IPR002500
b0602	IPR014729
b0603	IPR005119
b0603	IPR000847
b0603	IPR036388
b0603	IPR036390
b0604	IPR033954
b0604	IPR009094
b0604	IPR012336
b0604	IPR036249
b0605	IPR017559
b0605	IPR000866
b0605	IPR024706
b0605	IPR019479
b0605	IPR036249
b0605	IPR013766
b0606	IPR044141
b0606	IPR044142
b0606	IPR012081
b0606	IPR036188
b0606	IPR023753
b0606	IPR002109
b0606	IPR008255
b0606	IPR012336
b0606	IPR036249
b0607	IPR014729
b0607	IPR006015
b0607	IPR006016
b0608	IPR013149
b0608	IPR013154
b0608	IPR027399
b0608	IPR002328
b0608	IPR011032
b0608	IPR036291
b0610	IPR036953
b0610	IPR028625
b0610	IPR029462
b0610	IPR001437
b0610	IPR023459
b0611	IPR001568
b0611	IPR036430
b0611	IPR018188
b0611	IPR033130
b0611	IPR039378
b0612	IPR030676
b0612	IPR001898
b0613	IPR002736
b0613	IPR017551
b0614	IPR005551
b0615	IPR006472
b0615	IPR037171
b0616	IPR005000
b0616	IPR011206
b0616	IPR006475
b0616	IPR015813
b0616	IPR040442
b0617	IPR006495
b0617	IPR023439
b0618	IPR016181
b0618	IPR005216
b0618	IPR013166
b0618	IPR004821
b0618	IPR000182
b0618	IPR014729
b0619	IPR003594
b0619	IPR036890
b0619	IPR005467
b0619	IPR000014
b0619	IPR035965
b0619	IPR013767
b0619	IPR033463
b0619	IPR029151
b0619	IPR004358
b0619	IPR016120
b0619	IPR039506
b0620	IPR011006
b0620	IPR024187
b0620	IPR001789
b0620	IPR028141
b0621	IPR004669
b0621	IPR018385
b0622	IPR011250
b0622	IPR009746
b0623	IPR012156
b0623	IPR011129
b0623	IPR019844
b0623	IPR002059
b0623	IPR012340
b0624	IPR003691
b0627	IPR003369
b0627	IPR006312
b0627	IPR024905
b0628	IPR013785
b0628	IPR006638
b0628	IPR031691
b0628	IPR003698
b0628	IPR007197
b0629	IPR005119
b0629	IPR000847
b0629	IPR036388
b0629	IPR036390
b0630	IPR004143
b0630	IPR000544
b0630	IPR020605
b0631	IPR007454
b0631	IPR027471
b0632	IPR012338
b0632	IPR015956
b0632	IPR018044
b0632	IPR012907
b0632	IPR037167
b0632	IPR001967
b0633	IPR034718
b0633	IPR009009
b0633	IPR036908
b0633	IPR012997
b0633	IPR007730
b0633	IPR036680
b0634	IPR018365
b0634	IPR001182
b0634	IPR011923
b0635	IPR012338
b0635	IPR005311
b0635	IPR036138
b0635	IPR001460
b0635	IPR017790
b0636	IPR029028
b0636	IPR003742
b0636	IPR029026
b0637	IPR004394
b0637	IPR043519
b0638	IPR013078
b0638	IPR029033
b0638	IPR001345
b0638	IPR017578
b0639	IPR004821
b0639	IPR005248
b0639	IPR014729
b0640	IPR008921
b0640	IPR032780
b0640	IPR010372
b0640	IPR005790
b0640	IPR027417
b0641	IPR007485
b0642	IPR001412
b0642	IPR002300
b0642	IPR002302
b0642	IPR025709
b0642	IPR013155
b0642	IPR014729
b0642	IPR009080
b0642	IPR009008
b0643	IPR009912
b0644	IPR006597
b0644	IPR011990
b0645	IPR009677
b0646	IPR001623
b0646	IPR036869
b0647	IPR006597
b0647	IPR011990
b0648	IPR009677
b0649	IPR036869
b0650	IPR043129
b0650	IPR018181
b0650	IPR042030
b0650	IPR029047
b0650	IPR013126
b0651	IPR015910
b0651	IPR001910
b0651	IPR023186
b0651	IPR022975
b0651	IPR036452
b0652	IPR003593
b0652	IPR030679
b0652	IPR003439
b0652	IPR017871
b0652	IPR027417
b0653	IPR010065
b0653	IPR043429
b0653	IPR030205
b0653	IPR000515
b0653	IPR035906
b0654	IPR010065
b0654	IPR043429
b0654	IPR030202
b0654	IPR000515
b0654	IPR035906
b0655	IPR001638
b0656	IPR002559
b0656	IPR008490
b0657	IPR004563
b0657	IPR003010
b0657	IPR036526
b0658	IPR000644
b0658	IPR036318
b0658	IPR016169
b0658	IPR005170
b0659	IPR023091
b0659	IPR002036
b0659	IPR020549
b0660	IPR027417
b0660	IPR003714
b0661	IPR006638
b0661	IPR005839
b0661	IPR020612
b0661	IPR013848
b0661	IPR038135
b0661	IPR006463
b0661	IPR007197
b0661	IPR023404
b0661	IPR002792
b0662	IPR002938
b0662	IPR036188
b0662	IPR018168
b0662	IPR010971
b0674	IPR006426
b0674	IPR001962
b0674	IPR033738
b0674	IPR017932
b0674	IPR029055
b0674	IPR014729
b0675	IPR036412
b0675	IPR006357
b0675	IPR023214
b0676	IPR043129
b0676	IPR000835
b0676	IPR000600
b0676	IPR036388
b0676	IPR036390
b0677	IPR006680
b0677	IPR003764
b0677	IPR011059
b0677	IPR032466
b0678	IPR006148
b0678	IPR004547
b0678	IPR018321
b0678	IPR037171
b0679	IPR011055
b0679	IPR036878
b0679	IPR018113
b0679	IPR001127
b0679	IPR003352
b0679	IPR013013
b0679	IPR001996
b0679	IPR010974
b0680	IPR001412
b0680	IPR004514
b0680	IPR022861
b0680	IPR000924
b0680	IPR020058
b0680	IPR020059
b0680	IPR020061
b0680	IPR020056
b0680	IPR011035
b0680	IPR014729
b0681	IPR005318
b0681	IPR023614
b0682	IPR025727
b0683	IPR002481
b0683	IPR043135
b0683	IPR036388
b0683	IPR036390
b0684	IPR008254
b0684	IPR001226
b0684	IPR010086
b0684	IPR029039
b0685	IPR002145
b0685	IPR010985
b0686	IPR029058
b0686	IPR000073
b0687	IPR013321
b0687	IPR010985
b0687	IPR005621
b0687	IPR026577
b0687	IPR036835
b0687	IPR033761
b0688	IPR005844
b0688	IPR016055
b0688	IPR005845
b0688	IPR005846
b0688	IPR005843
b0688	IPR036900
b0688	IPR016066
b0688	IPR005852
b0691	IPR021239
b0692	IPR002293
b0692	IPR004754
b0692	IPR027566
b0693	IPR011006
b0693	IPR027568
b0693	IPR005308
b0693	IPR011193
b0693	IPR000310
b0693	IPR027464
b0693	IPR008286
b0693	IPR036633
b0693	IPR015424
b0693	IPR015422
b0693	IPR015421
b0694	IPR011006
b0694	IPR001867
b0694	IPR001789
b0694	IPR039420
b0694	IPR036388
b0695	IPR003018
b0695	IPR029016
b0695	IPR003594
b0695	IPR036890
b0695	IPR005467
b0695	IPR003661
b0695	IPR036097
b0695	IPR038318
b0695	IPR025201
b0695	IPR004358
b0695	IPR003852
b0696	IPR003820
b0697	IPR023299
b0697	IPR018303
b0697	IPR023298
b0697	IPR008250
b0697	IPR036412
b0697	IPR023214
b0697	IPR006391
b0697	IPR001757
b0697	IPR044492
b0698	IPR004623
b0699	IPR019663
b0700	IPR001826
b0700	IPR022385
b0700	IPR031325
b0700	IPR006530
b0703	IPR001826
b0703	IPR022385
b0703	IPR031325
b0705	IPR002559
b0705	IPR032806
b0706	IPR002559
b0706	IPR032806
b0707	IPR013560
b0708	IPR036134
b0708	IPR036155
b0708	IPR005101
b0708	IPR002081
b0708	IPR018394
b0708	IPR006050
b0708	IPR014729
b0709	IPR023777
b0709	IPR005279
b0709	IPR020846
b0709	IPR036259
b0709	IPR000109
b0709	IPR018456
b0710	IPR002678
b0710	IPR036069
b0711	IPR003833
b0711	IPR029000
b0711	IPR010016
b0712	IPR003778
b0712	IPR029000
b0713	IPR011330
b0713	IPR005501
b0714	IPR015886
b0714	IPR015887
b0714	IPR044091
b0714	IPR023713
b0714	IPR012319
b0714	IPR035937
b0714	IPR010979
b0714	IPR000214
b0714	IPR010663
b0715	IPR017516
b0715	IPR007820
b0716	IPR000259
b0716	IPR036937
b0716	IPR008966
b0717	IPR013783
b0717	IPR008962
b0717	IPR036316
b0717	IPR001829
b0717	IPR016148
b0717	IPR018046
b0717	IPR016147
b0718	IPR000015
b0718	IPR018030
b0718	IPR042186
b0718	IPR025949
b0718	IPR043142
b0718	IPR025885
b0718	IPR037224
b0719	IPR000259
b0719	IPR036937
b0719	IPR008966
b0720	IPR016142
b0720	IPR016143
b0720	IPR002020
b0720	IPR019810
b0720	IPR024176
b0720	IPR036969
b0720	IPR010953
b0721	IPR034804
b0721	IPR018495
b0721	IPR014314
b0721	IPR000701
b0722	IPR034804
b0722	IPR014312
b0722	IPR000701
b0723	IPR003953
b0723	IPR036188
b0723	IPR003952
b0723	IPR037099
b0723	IPR015939
b0723	IPR027477
b0723	IPR011281
b0723	IPR014006
b0724	IPR036010
b0724	IPR001041
b0724	IPR017896
b0724	IPR017900
b0724	IPR012675
b0724	IPR009051
b0724	IPR004489
b0724	IPR025192
b0726	IPR032106
b0726	IPR011603
b0726	IPR001017
b0726	IPR031717
b0726	IPR042179
b0726	IPR029061
b0726	IPR005475
b0727	IPR003016
b0727	IPR001078
b0727	IPR000089
b0727	IPR023213
b0727	IPR036625
b0727	IPR004167
b0727	IPR011053
b0727	IPR006255
b0728	IPR011761
b0728	IPR013650
b0728	IPR013815
b0728	IPR005811
b0728	IPR017866
b0728	IPR005809
b0728	IPR016102
b0729	IPR017440
b0729	IPR033847
b0729	IPR003781
b0729	IPR005810
b0729	IPR005811
b0729	IPR036291
b0729	IPR016102
b0730	IPR028978
b0730	IPR000524
b0730	IPR011663
b0730	IPR036388
b0730	IPR036390
b0731	IPR016152
b0731	IPR002178
b0731	IPR036095
b0731	IPR013011
b0731	IPR003501
b0731	IPR003352
b0731	IPR013014
b0731	IPR004715
b0731	IPR003353
b0731	IPR006327
b0732	IPR011013
b0732	IPR011330
b0732	IPR011682
b0732	IPR015341
b0732	IPR037094
b0732	IPR000602
b0732	IPR027291
b0732	IPR028995
b0733	IPR002585
b0734	IPR003317
b0735	IPR011846
b0736	IPR008272
b0736	IPR029069
b0736	IPR006683
b0736	IPR014166
b0736	IPR006684
b0737	IPR002898
b0737	IPR014163
b0738	IPR003400
b0738	IPR014168
b0739	IPR014161
b0740	IPR011042
b0740	IPR011659
b0740	IPR014167
b0740	IPR007195
b0740	IPR036752
b0741	IPR006664
b0741	IPR006665
b0741	IPR006690
b0741	IPR036737
b0741	IPR039001
b0741	IPR014169
b0742	IPR034706
b0742	IPR014162
b0742	IPR013026
b0742	IPR011990
b0742	IPR019734
b0742	IPR032519
b0750	IPR003473
b0750	IPR036094
b0750	IPR023513
b0751	IPR006419
b0752	IPR002524
b0752	IPR036837
b0752	IPR027469
b0752	IPR023500
b0753	IPR020363
b0754	IPR013785
b0754	IPR006218
b0754	IPR006219
b0755	IPR013078
b0755	IPR029033
b0755	IPR001345
b0755	IPR005952
b0756	IPR018052
b0756	IPR013458
b0756	IPR015443
b0756	IPR008183
b0756	IPR011013
b0756	IPR014718
b0757	IPR000705
b0757	IPR022963
b0757	IPR019741
b0757	IPR019539
b0757	IPR013750
b0757	IPR036554
b0757	IPR006204
b0757	IPR006203
b0757	IPR006206
b0757	IPR020568
b0757	IPR014721
b0758	IPR001937
b0758	IPR019779
b0758	IPR005850
b0758	IPR005849
b0758	IPR036265
b0759	IPR016040
b0759	IPR036291
b0759	IPR005886
b0760	IPR003593
b0760	IPR003439
b0760	IPR027417
b0761	IPR008995
b0761	IPR016462
b0761	IPR003725
b0761	IPR004606
b0761	IPR005116
b0761	IPR000847
b0761	IPR036388
b0761	IPR036390
b0762	IPR019702
b0763	IPR005950
b0764	IPR000515
b0764	IPR035906
b0764	IPR011867
b0765	IPR003593
b0765	IPR003439
b0765	IPR017871
b0765	IPR015852
b0765	IPR008995
b0765	IPR011868
b0765	IPR004606
b0765	IPR027417
b0765	IPR005116
b0766	IPR000150
b0766	IPR036412
b0766	IPR006379
b0766	IPR023214
b0767	IPR022528
b0767	IPR019405
b0767	IPR011045
b0767	IPR015943
b0768	IPR005119
b0768	IPR000847
b0768	IPR036388
b0768	IPR036390
b0769	IPR007400
b0770	IPR030676
b0770	IPR001898
b0771	IPR015931
b0771	IPR001030
b0771	IPR036008
b0771	IPR015932
b0771	IPR000573
b0772	IPR012334
b0772	IPR011050
b0772	IPR033131
b0772	IPR000070
b0773	IPR008914
b0773	IPR036610
b0773	IPR005247
b0774	IPR005814
b0774	IPR005815
b0774	IPR015424
b0774	IPR015422
b0774	IPR015421
b0775	IPR013785
b0775	IPR010722
b0775	IPR002684
b0775	IPR024177
b0775	IPR006638
b0775	IPR007197
b0776	IPR001917
b0776	IPR004839
b0776	IPR004723
b0776	IPR022834
b0776	IPR015424
b0776	IPR015422
b0776	IPR015421
b0777	IPR011814
b0777	IPR013216
b0777	IPR029063
b0778	IPR004472
b0778	IPR027417
b0779	IPR006935
b0779	IPR014001
b0779	IPR001650
b0779	IPR027417
b0779	IPR001943
b0779	IPR036876
b0779	IPR004807
b0779	IPR041471
b0779	IPR024759
b0780	IPR002882
b0780	IPR010119
b0780	IPR038136
b0781	IPR013785
b0781	IPR006638
b0781	IPR013483
b0781	IPR000385
b0781	IPR010505
b0781	IPR007197
b0782	IPR012245
b0782	IPR036425
b0782	IPR001453
b0782	IPR013484
b0782	IPR008284
b0783	IPR023045
b0783	IPR036522
b0783	IPR002820
b0784	IPR012675
b0784	IPR044672
b0784	IPR016155
b0784	IPR003749
b0785	IPR036563
b0785	IPR003448
b0786	IPR006214
b0787	IPR006214
b0788	IPR022791
b0789	IPR030872
b0789	IPR025202
b0789	IPR001736
b0790	IPR036691
b0790	IPR005135
b0791	IPR021303
b0792	IPR000412
b0793	IPR000412
b0794	IPR003593
b0794	IPR003439
b0794	IPR017871
b0794	IPR027417
b0795	IPR032317
b0795	IPR022936
b0796	IPR023772
b0796	IPR009057
b0796	IPR001647
b0796	IPR036271
b0796	IPR015292
b0797	IPR011545
b0797	IPR028622
b0797	IPR014001
b0797	IPR001650
b0797	IPR027417
b0797	IPR000629
b0797	IPR014014
b0798	IPR012816
b0798	IPR037238
b0799	IPR006555
b0799	IPR011545
b0799	IPR010614
b0799	IPR039000
b0799	IPR014013
b0799	IPR006554
b0799	IPR014001
b0799	IPR027417
b0800	IPR017459
b0800	IPR036320
b0800	IPR035902
b0801	IPR043144
b0801	IPR043143
b0801	IPR036111
b0801	IPR003767
b0802	IPR025543
b0802	IPR010854
b0802	IPR036275
b0803	IPR020460
b0803	IPR000962
b0803	IPR020458
b0804	IPR005123
b0804	IPR041097
b0804	IPR023550
b0804	IPR006620
b0805	IPR030148
b0805	IPR012910
b0805	IPR037066
b0805	IPR039423
b0805	IPR000531
b0805	IPR010916
b0805	IPR036942
b0805	IPR010105
