bnumber,keyword
b0172,Cytoplasm
b0172,Direct protein sequencing
b0172,Protein biosynthesis
b0172,Reference proteome
b0173,3D-structure
b0173,Cobalt
b0173,Isoprene biosynthesis
b0173,Magnesium
b0173,Manganese
b0173,Metal-binding
b0173,NADP
b0173,Oxidoreductase
b0173,Reference proteome
b0174,3D-structure
b0174,Cell cycle
b0174,Cell division
b0174,Cell shape
b0174,Cell wall biogenesis/degradation
b0174,Magnesium
b0174,Metal-binding
b0174,Peptidoglycan synthesis
b0174,Reference proteome
b0174,Transferase
b0175,Cell inner membrane
b0175,Cell membrane
b0175,Lipid biosynthesis
b0175,Lipid metabolism
b0175,Membrane
b0175,Nucleotidyltransferase
b0175,Phospholipid biosynthesis
b0175,Phospholipid metabolism
b0175,Reference proteome
b0175,Transferase
b0175,Transmembrane
b0175,Transmembrane helix
b0176,3D-structure
b0176,Cell inner membrane
b0176,Cell membrane
b0176,Hydrolase
b0176,Membrane
b0176,Metal-binding
b0176,Metalloprotease
b0176,Protease
b0176,Reference proteome
b0176,Repeat
b0176,Transmembrane
b0176,Transmembrane helix
b0176,Zinc
b0177,3D-structure
b0177,Cell adhesion
b0177,Cell outer membrane
b0177,Direct protein sequencing
b0177,Membrane
b0177,Reference proteome
b0177,Repeat
b0177,Signal
b0177,Transmembrane
b0177,Transmembrane beta strand
b0178,3D-structure
b0178,Chaperone
b0178,Direct protein sequencing
b0178,Periplasm
b0178,Reference proteome
b0178,Signal
b0179,3D-structure
b0179,Acyltransferase
b0179,Antibiotic resistance
b0179,Direct protein sequencing
b0179,Lipid A biosynthesis
b0179,Lipid biosynthesis
b0179,Lipid metabolism
b0179,Reference proteome
b0179,Repeat
b0179,Transferase
b0180,3D-structure
b0180,Cytoplasm
b0180,Direct protein sequencing
b0180,Lipid A biosynthesis
b0180,Lipid biosynthesis
b0180,Lipid metabolism
b0180,Lyase
b0180,Reference proteome
b0181,3D-structure
b0181,Acyltransferase
b0181,Cytoplasm
b0181,Lipid A biosynthesis
b0181,Lipid biosynthesis
b0181,Lipid metabolism
b0181,Reference proteome
b0181,Repeat
b0181,Transferase
b0182,3D-structure
b0182,Glycosyltransferase
b0182,Lipid A biosynthesis
b0182,Lipid biosynthesis
b0182,Lipid metabolism
b0182,Reference proteome
b0182,Transferase
b0183,Cytoplasm
b0183,Direct protein sequencing
b0183,Endonuclease
b0183,Hydrolase
b0183,Manganese
b0183,Metal-binding
b0183,Nuclease
b0183,Reference proteome
b0184,3D-structure
b0184,Cytoplasm
b0184,DNA replication
b0184,DNA-binding
b0184,DNA-directed DNA polymerase
b0184,Nucleotidyltransferase
b0184,Reference proteome
b0184,Transferase
b0185,3D-structure
b0185,ATP-binding
b0185,Cytoplasm
b0185,Direct protein sequencing
b0185,Fatty acid biosynthesis
b0185,Fatty acid metabolism
b0185,Lipid biosynthesis
b0185,Lipid metabolism
b0185,Nucleotide-binding
b0185,Reference proteome
b0185,Transferase
b0186,3D-structure
b0186,Decarboxylase
b0186,Direct protein sequencing
b0186,Lyase
b0186,Pyridoxal phosphate
b0186,Reference proteome
b0187,Metal-binding
b0187,Reference proteome
b0188,3D-structure
b0188,ATP-binding
b0188,Cytoplasm
b0188,Ligase
b0188,Nucleotide-binding
b0188,Reference proteome
b0188,tRNA processing
b0189,3D-structure
b0189,Reference proteome
b0190,3D-structure
b0190,Reference proteome
b0191,3D-structure
b0191,Cytoplasm
b0191,Hydrolase
b0191,Reference proteome
b0191,Translation regulation
b0192,3D-structure
b0192,Cell adhesion
b0192,Cell outer membrane
b0192,Copper
b0192,Disulfide bond
b0192,Lipoprotein
b0192,Membrane
b0192,Palmitate
b0192,Reference proteome
b0192,Signal
b0193,Cell inner membrane
b0193,Cell membrane
b0193,Hydrolase
b0193,Lipoprotein
b0193,Membrane
b0193,Palmitate
b0193,Protease
b0193,Reference proteome
b0193,Signal
b0193,Thiol protease
b0194,ATP-binding
b0194,Aminoacyl-tRNA synthetase
b0194,Cytoplasm
b0194,Direct protein sequencing
b0194,Ligase
b0194,Nucleotide-binding
b0194,Protein biosynthesis
b0194,Reference proteome
b0195,Methyltransferase
b0195,RNA-binding
b0195,Reference proteome
b0195,S-adenosyl-L-methionine
b0195,Transferase
b0195,tRNA processing
b0196,3D-structure
b0196,Capsule biogenesis/degradation
b0196,Cell outer membrane
b0196,Disulfide bond
b0196,Lipoprotein
b0196,Membrane
b0196,Palmitate
b0196,Reference proteome
b0196,Signal
b0197,3D-structure
b0197,Amino-acid transport
b0197,Cell membrane
b0197,Lipoprotein
b0197,Membrane
b0197,Palmitate
b0197,Reference proteome
b0197,Signal
b0197,Transport
b0198,3D-structure
b0198,Amino-acid transport
b0198,Cell inner membrane
b0198,Cell membrane
b0198,Membrane
b0198,Reference proteome
b0198,Transmembrane
b0198,Transmembrane helix
b0198,Transport
b0199,3D-structure
b0199,ATP-binding
b0199,Allosteric enzyme
b0199,Amino-acid transport
b0199,Cell inner membrane
b0199,Cell membrane
b0199,Membrane
b0199,Nucleotide-binding
b0199,Reference proteome
b0199,Translocase
b0199,Transport
b0200,3D-structure
b0200,Carbohydrate metabolism
b0200,Cytoplasm
b0200,Hydrolase
b0200,Lipopolysaccharide biosynthesis
b0200,Magnesium
b0200,Metal-binding
b0200,Reference proteome
b0200,Zinc
b0207,Ascorbate biosynthesis
b0207,Cytoplasm
b0207,NADP
b0207,Oxidoreductase
b0207,Reference proteome
b0208,DNA-binding
b0208,Reference proteome
b0208,Transcription
b0208,Transcription regulation
b0209,Cytoplasm
b0209,Reference proteome
b0210,Reference proteome
b0211,3D-structure
b0211,Cell membrane
b0211,Cell wall biogenesis/degradation
b0211,Lipoprotein
b0211,Lyase
b0211,Membrane
b0211,Palmitate
b0211,Reference proteome
b0211,Repeat
b0211,Signal
b0212,3D-structure
b0212,Detoxification
b0212,Hydrolase
b0212,Metal-binding
b0212,Reference proteome
b0212,Zinc
b0213,Reference proteome
b0214,3D-structure
b0214,Cytoplasm
b0214,Direct protein sequencing
b0214,Endonuclease
b0214,Hydrolase
b0214,Magnesium
b0214,Metal-binding
b0214,Nuclease
b0214,Reference proteome
b0215,3D-structure
b0215,DNA replication
b0215,DNA-directed DNA polymerase
b0215,Exonuclease
b0215,Hydrolase
b0215,Magnesium
b0215,Manganese
b0215,Metal-binding
b0215,Nuclease
b0215,Nucleotidyltransferase
b0215,Reference proteome
b0215,Transferase
b0217,Cell membrane
b0217,Lipoprotein
b0217,Membrane
b0217,Palmitate
b0217,Reference proteome
b0217,Signal
b0218,Cell inner membrane
b0218,Cell membrane
b0218,Membrane
b0218,Reference proteome
b0218,Transmembrane
b0218,Transmembrane helix
b0219,Hydrolase
b0219,Reference proteome
b0220,3D-structure
b0220,Direct protein sequencing
b0220,Disulfide bond
b0220,Periplasm
b0220,Reference proteome
b0220,Signal
b0221,FAD
b0221,Fatty acid metabolism
b0221,Flavoprotein
b0221,Lipid metabolism
b0221,Oxidoreductase
b0221,Reference proteome
b0222,3D-structure
b0222,Carbohydrate metabolism
b0222,Cytoplasm
b0222,Isomerase
b0222,Lipopolysaccharide biosynthesis
b0222,Metal-binding
b0222,Reference proteome
b0222,Zinc
b0223,Glutamine amidotransferase
b0223,Reference proteome
b0223,Transferase
b0224,Cell shape
b0224,Cell wall biogenesis/degradation
b0224,Glycosyltransferase
b0224,Hydrolase
b0224,Peptidoglycan synthesis
b0224,Reference proteome
b0224,Signal
b0224,Transferase
b0225,3D-structure
b0225,DNA-binding
b0225,Endonuclease
b0225,Hydrolase
b0225,Nuclease
b0225,RNA-binding
b0225,Reference proteome
b0225,Repressor
b0225,Toxin-antitoxin system
b0225,Transcription
b0225,Transcription regulation
b0226,3D-structure
b0226,DNA-binding
b0226,Reference proteome
b0226,Repressor
b0226,Toxin-antitoxin system
b0226,Transcription
b0226,Transcription regulation
b0227,Cell membrane
b0227,Hydrolase
b0227,Lipoprotein
b0227,Membrane
b0227,Palmitate
b0227,Protease
b0227,Reference proteome
b0227,Signal
b0227,Thiol protease
b0228,3D-structure
b0228,DNA-binding
b0228,Manganese
b0228,Reference proteome
b0228,Transposable element
b0228,Transposition
b0229,Cell inner membrane
b0229,Cell membrane
b0229,Membrane
b0229,Reference proteome
b0229,Transmembrane
b0229,Transmembrane helix
b0230,Reference proteome
b0231,3D-structure
b0231,Cytoplasm
b0231,DNA damage
b0231,DNA repair
b0231,DNA replication
b0231,DNA-binding
b0231,DNA-directed DNA polymerase
b0231,Magnesium
b0231,Metal-binding
b0231,Mutator protein
b0231,Nucleotidyltransferase
b0231,Reference proteome
b0231,Transferase
b0232,DNA damage
b0232,DNA repair
b0232,DNA-binding
b0232,Reference proteome
b0232,Repressor
b0232,SOS response
b0232,Toxin-antitoxin system
b0232,Transcription
b0232,Transcription regulation
b0233,DNA damage
b0233,DNA repair
b0233,Endonuclease
b0233,Hydrolase
b0233,Nuclease
b0233,RNA-binding
b0233,Reference proteome
b0233,SOS response
b0233,Stress response
b0233,Toxin-antitoxin system
b0234,Acyltransferase
b0234,DNA damage
b0234,DNA repair
b0234,Reference proteome
b0234,SOS response
b0234,Transferase
b0235,Reference proteome
b0236,Protein biosynthesis
b0236,Reference proteome
b0237,Acetylation
b0237,Cobalt
b0237,Dipeptidase
b0237,Direct protein sequencing
b0237,Hydrolase
b0237,Metal-binding
b0237,Metalloprotease
b0237,Protease
b0237,Reference proteome
b0237,Zinc
b0238,3D-structure
b0238,Cell inner membrane
b0238,Cell membrane
b0238,Direct protein sequencing
b0238,Glycosyltransferase
b0238,Magnesium
b0238,Membrane
b0238,Metal-binding
b0238,Purine salvage
b0238,Reference proteome
b0238,Transferase
b0239,Hydrolase
b0239,Reference proteome
b0239,Serine esterase
b0240,Activator
b0240,Coiled coil
b0240,Cytoplasm
b0240,Direct protein sequencing
b0240,Reference proteome
b0240,Transcription
b0240,Transcription regulation
b0241,3D-structure
b0241,Cell outer membrane
b0241,Ion transport
b0241,Membrane
b0241,Porin
b0241,Reference proteome
b0241,Signal
b0241,Stress response
b0241,Transmembrane
b0241,Transmembrane beta strand
b0241,Transport
b0242,3D-structure
b0242,ATP-binding
b0242,Amino-acid biosynthesis
b0242,Cytoplasm
b0242,Direct protein sequencing
b0242,Kinase
b0242,Nucleotide-binding
b0242,Proline biosynthesis
b0242,Reference proteome
b0242,Transferase
b0243,Amino-acid biosynthesis
b0243,Cytoplasm
b0243,Direct protein sequencing
b0243,NADP
b0243,Oxidoreductase
b0243,Proline biosynthesis
b0243,Reference proteome
b0245,Reference proteome
b0245,Toxin-antitoxin system
b0246,Reference proteome
b0246,Toxin-antitoxin system
b0247,Hydrolase
b0247,Metal-binding
b0247,Metalloprotease
b0247,Protease
b0247,Reference proteome
b0247,Zinc
b0248,Reference proteome
b0249,3D-structure
b0249,Reference proteome
b0250,Reference proteome
b0250,Signal
b0251,Cell inner membrane
b0251,Cell membrane
b0251,Lipoprotein
b0251,Membrane
b0251,Palmitate
b0251,Reference proteome
b0251,Signal
b0252,Reference proteome
b0253,GTP-binding
b0253,Nucleotide-binding
b0253,Reference proteome
b0254,DNA-binding
b0254,Reference proteome
b0254,Transcription
b0254,Transcription regulation
b0255,DNA recombination
b0255,DNA-binding
b0255,Reference proteome
b0255,Transposable element
b0255,Transposition
b0256,DNA recombination
b0256,DNA-binding
b0256,Reference proteome
b0256,Transposable element
b0256,Transposition
b0257,Reference proteome
b0257,Transposable element
b0257,Transposition
b0258,Reference proteome
b0259,DNA recombination
b0259,DNA-binding
b0259,Reference proteome
b0259,Transposable element
b0259,Transposition
b0260,Cell inner membrane
b0260,Cell membrane
b0260,Membrane
b0260,Reference proteome
b0260,Transmembrane
b0260,Transmembrane helix
b0260,Transport
b0261,3D-structure
b0261,Amino-acid biosynthesis
b0261,Metal-binding
b0261,Methionine biosynthesis
b0261,Methyltransferase
b0261,Reference proteome
b0261,S-adenosyl-L-methionine
b0261,Transferase
b0261,Zinc
b0262,ATP-binding
b0262,Cell inner membrane
b0262,Cell membrane
b0262,Ion transport
b0262,Iron
b0262,Iron transport
b0262,Membrane
b0262,Nucleotide-binding
b0262,Reference proteome
b0262,Translocase
b0262,Transport
b0263,Cell inner membrane
b0263,Cell membrane
b0263,Membrane
b0263,Reference proteome
b0263,Transmembrane
b0263,Transmembrane helix
b0264,DNA recombination
b0264,Reference proteome
b0264,Transposable element
b0264,Transposition
b0265,DNA recombination
b0265,Reference proteome
b0265,Transposable element
b0265,Transposition
b0266,Reference proteome
b0266,Toxin-antitoxin system
b0267,Reference proteome
b0268,3D-structure
b0268,Cytoplasm
b0268,Lyase
b0268,Reference proteome
b0268,Schiff base
b0269,Lyase
b0269,Reference proteome
b0270,Cell inner membrane
b0270,Cell membrane
b0270,Membrane
b0270,Reference proteome
b0270,Symport
b0270,Transmembrane
b0270,Transmembrane helix
b0270,Transport
b0271,Carbohydrate metabolism
b0271,Glycosidase
b0271,Hydrolase
b0271,Multifunctional enzyme
b0271,Polysaccharide degradation
b0271,Reference proteome
b0271,Xylan degradation
b0272,DNA-binding
b0272,Reference proteome
b0272,Repressor
b0272,Transcription
b0272,Transcription regulation
b0273,Amino-acid biosynthesis
b0273,Arginine biosynthesis
b0273,Cytoplasm
b0273,Direct protein sequencing
b0273,Metal-binding
b0273,Reference proteome
b0273,Transferase
b0273,Zinc
b0274,DNA recombination
b0274,Reference proteome
b0274,Transposable element
b0274,Transposition
b0275,DNA recombination
b0275,Reference proteome
b0275,Transposable element
b0275,Transposition
b0276,Reference proteome
b0277,Reference proteome
b0278,Reference proteome
b0279,Reference proteome
b0280,Reference proteome
b0281,DNA integration
b0281,DNA recombination
b0281,DNA-binding
b0281,Reference proteome
b0281,Viral genome integration
b0281,Virus entry into host cell
b0283,Chaperone
b0283,Reference proteome
b0284,3D-structure
b0284,Metal-binding
b0284,Molybdenum
b0284,Oxidoreductase
b0284,Periplasm
b0284,Reference proteome
b0285,3D-structure
b0285,4Fe-4S
b0285,FAD
b0285,Flavoprotein
b0285,Iron
b0285,Iron-sulfur
b0285,Metal-binding
b0285,Oxidoreductase
b0285,Periplasm
b0285,Reference proteome
b0286,2Fe-2S
b0286,3D-structure
b0286,Iron
b0286,Iron-sulfur
b0286,Metal-binding
b0286,Oxidoreductase
b0286,Periplasm
b0286,Reference proteome
b0286,Signal
b0287,Cell inner membrane
b0287,Cell membrane
b0287,Membrane
b0287,Reference proteome
b0287,Transmembrane
b0287,Transmembrane helix
b0288,Electron transport
b0288,Iron
b0288,Iron-sulfur
b0288,Metal-binding
b0288,Reference proteome
b0288,Transport
b0289,Chaperone
b0289,Fimbrium biogenesis
b0289,Reference proteome
b0289,Signal
b0290,Fimbrium
b0290,Reference proteome
b0290,Signal
b0291,Fimbrium biogenesis
b0291,Reference proteome
b0291,Signal
b0291,Transport
b0292,3D-structure
b0292,Chaperone
b0292,Fimbrium biogenesis
b0292,Reference proteome
b0292,Signal
b0293,Fimbrium
b0293,Reference proteome
b0293,Signal
b0294,Activator
b0294,Cytoplasm
b0294,DNA-binding
b0294,Reference proteome
b0294,Repressor
b0294,Transcription
b0294,Transcription regulation
b0295,Reference proteome
b0296,3D-structure
b0296,Reference proteome
b0296,Ribonucleoprotein
b0296,Ribosomal protein
b0297,Reference proteome
b0297,Signal
b0298,DNA recombination
b0298,DNA-binding
b0298,Reference proteome
b0298,Transposable element
b0298,Transposition
b0299,DNA recombination
b0299,DNA-binding
b0299,Reference proteome
b0299,Transposable element
b0299,Transposition
b0300,DNA-binding
b0300,Reference proteome
b0300,Transcription
b0300,Transcription regulation
b0301,Cell inner membrane
b0301,Cell membrane
b0301,Membrane
b0301,Reference proteome
b0301,Stress response
b0301,Transmembrane
b0301,Transmembrane helix
b0303,Periplasm
b0303,Reference proteome
b0303,Signal
b0303,Stress response
b0304,3D-structure
b0304,Disulfide bond
b0304,FAD
b0304,Flavoprotein
b0304,NADP
b0304,Oxidoreductase
b0304,Redox-active center
b0304,Reference proteome
b0304,Stress response
b0305,Activator
b0305,DNA-binding
b0305,Disulfide bond
b0305,Reference proteome
b0305,Stress response
b0305,Transcription
b0305,Transcription regulation
b0306,Reference proteome
b0307,4Fe-4S
b0307,Electron transport
b0307,Iron
b0307,Iron-sulfur
b0307,Metal-binding
b0307,Reference proteome
b0307,Repeat
b0307,Transport
b0308,Reference proteome
b0309,Reference proteome
b0310,Cell membrane
b0310,Membrane
b0310,Reference proteome
b0310,Transmembrane
b0310,Transmembrane helix
b0311,Cell membrane
b0311,FAD
b0311,Flavoprotein
b0311,Membrane
b0311,NAD
b0311,Oxidoreductase
b0311,Reference proteome
b0311,Stress response
b0312,Direct protein sequencing
b0312,Metal-binding
b0312,NAD
b0312,NADP
b0312,Oxidation
b0312,Oxidoreductase
b0312,Potassium
b0312,Reference proteome
b0312,Stress response
b0313,DNA-binding
b0313,Reference proteome
b0313,Repressor
b0313,Transcription
b0313,Transcription regulation
b0314,Cell inner membrane
b0314,Cell membrane
b0314,Membrane
b0314,Reference proteome
b0314,Stress response
b0314,Transmembrane
b0314,Transmembrane helix
b0314,Transport
b0315,3D-structure
b0315,DNA-binding
b0315,Hydrolase
b0315,Magnesium
b0315,Manganese
b0315,Metal-binding
b0315,Reference proteome
b0315,Transcription
b0315,Transcription regulation
b0315,c-di-GMP
b0316,DNA-binding
b0316,Reference proteome
b0316,Transcription
b0316,Transcription regulation
b0317,Cell membrane
b0317,Membrane
b0317,Reference proteome
b0317,Transmembrane
b0317,Transmembrane helix
b0318,ANK repeat
b0318,Reference proteome
b0318,Repeat
b0319,Reference proteome
b0320,Reference proteome
b0321,Cell membrane
b0321,Membrane
b0321,Reference proteome
b0321,Transmembrane
b0321,Transmembrane helix
b0322,Reference proteome
b0323,Kinase
b0323,Reference proteome
b0323,Transferase
b0324,Reference proteome
b0324,Signal
b0325,3D-structure
b0325,Metal-binding
b0325,NADP
b0325,Oxidoreductase
b0325,Reference proteome
b0325,Zinc
b0326,Reference proteome
b0327,Reference proteome
b0328,Cell membrane
b0328,Membrane
b0328,Reference proteome
b0328,Transmembrane
b0328,Transmembrane helix
b0329,Periplasm
b0329,Reference proteome
b0329,Signal
b0330,3D-structure
b0330,ATP-binding
b0330,DNA-binding
b0330,Nucleotide-binding
b0330,Reference proteome
b0330,Transcription
b0330,Transcription regulation
b0330,Two-component regulatory system
b0331,3D-structure
b0331,Direct protein sequencing
b0331,Lyase
b0331,Magnesium
b0331,Metal-binding
b0331,Reference proteome
b0333,Direct protein sequencing
b0333,Reference proteome
b0333,Transferase
b0333,Tricarboxylic acid cycle
b0334,3D-structure
b0334,Direct protein sequencing
b0334,Lyase
b0334,Reference proteome
b0334,Tricarboxylic acid cycle
b0335,ATP-binding
b0335,Ligase
b0335,Nucleotide-binding
b0335,Reference proteome
b0336,Cell inner membrane
b0336,Cell membrane
b0336,Cytosine metabolism
b0336,Membrane
b0336,Reference proteome
b0336,Transmembrane
b0336,Transmembrane helix
b0336,Transport
b0337,3D-structure
b0337,Cytosine metabolism
b0337,Direct protein sequencing
b0337,Hydrolase
b0337,Iron
b0337,Metal-binding
b0337,Reference proteome
b0337,Zinc
b0338,3D-structure
b0338,Activator
b0338,Cytoplasm
b0338,DNA-binding
b0338,Reference proteome
b0338,Repressor
b0338,Transcription
b0338,Transcription regulation
b0339,Direct protein sequencing
b0339,Lyase
b0339,Metal-binding
b0339,Reference proteome
b0339,Zinc
b0340,3D-structure
b0340,Direct protein sequencing
b0340,Lyase
b0340,Reference proteome
b0341,Cell inner membrane
